order_id,order_creation_ts,promised_by_ts,metro,retailer,store_id,store_lat,store_lon,customer_id,customer_lat,customer_lon,order_type,delivery_type,on_time_flag,basket_size,total_cost,revenue,markup,shopper_id,shopper_rating,preferred_shopper,base_pay,promo_pay,incentive_pay,total_shopper_pay
O1674,2026-08-10 13:01:23.682126,2026-08-10 17:01:23.682126,Los Angeles,CVS,S93,34.0072235223084,-118.20016899139084,C2022,34.06204560543659,-118.18975727452994,shop_and_deliver,same_day,1,8,115.28,11.55,7.21,SH54,4.82,1,8.23,1,0,9.23
O1675,2026-08-10 10:34:00.366209,2026-08-10 14:34:00.366209,Birmingham,Kroger,S10,33.49454513179286,-86.81830740284093,C573,33.57616013760742,-86.82639184338667,delivery_only,same_day,1,10,146.44,20.49,9.68,SH2,4.53,1,7.48,0,0,7.48
O1676,2026-08-10 17:18:11.909279,2026-08-10 19:18:11.909279,Austin,Meijer,S108,30.23909823024395,-97.7843816311471,C2707,30.220842279945643,-97.80261473980174,shop_and_deliver,on_demand,1,9,118.41,17.59,4.41,SH79,5.0,1,5.81,3,0,8.809999999999999
O1677,2026-08-10 12:43:40.081648,2026-08-10 16:43:40.081648,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C1803,33.61507507544996,-86.83472160550208,shop_and_deliver,same_day,1,1,11.03,1.24,0.39,SH18,4.93,0,4.48,0,0,4.48
O1678,2026-08-10 08:41:37.629065,2026-08-10 12:41:37.629065,San Francisco,Meijer,S50,37.728106230943325,-122.45204778049496,C2189,37.67698441945407,-122.40321733753059,shop_and_deliver,same_day,1,13,136.41,16.81,6.02,SH49,4.61,1,9.63,0,2,11.63
O1679,2026-08-10 10:28:51.792982,2026-08-10 12:28:51.792982,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C777,37.756943303501906,-122.36134737714674,shop_and_deliver,on_demand,1,4,28.83,4.31,1.3,SH38,4.42,0,6.35,0,0,6.35
O1680,2026-08-10 13:50:07.088467,2026-08-10 17:50:07.088467,Austin,CVS,S114,30.185996387968174,-97.72744397180077,C939,30.17460128203045,-97.69160016600226,delivery_only,same_day,1,7,98.44,8.11,6.19,SH89,5.0,1,5.32,0,0,5.32
O1681,2026-08-10 11:45:27.090207,2026-08-10 15:45:27.090207,San Francisco,Walgreens,S23,37.7540848922567,-122.41094672307135,C495,37.7559903993233,-122.43333004548012,delivery_only,same_day,0,5,38.12,3.5,2.36,SH28,5.0,0,5.15,0,1,6.15
O1682,2026-08-10 10:20:24.113007,2026-08-10 12:20:24.113007,Birmingham,Publix,S3,33.446595484847236,-86.81773519944615,C76,33.50092701858329,-86.78069546305998,shop_and_deliver,on_demand,1,16,204.47,20.43,14.2,SH4,4.61,0,8.69,0,0,8.69
O1683,2026-08-10 12:25:02.287381,2026-08-10 14:25:02.287381,Austin,Kroger,S113,30.34452342979013,-97.83757664562526,C1913,30.420221315746677,-97.8711082222135,delivery_only,on_demand,1,1,12.25,1.3,0.57,SH87,5.0,0,6.43,0,0,6.43
O1684,2026-08-10 17:44:11.738042,2026-08-10 19:44:11.738042,Los Angeles,Target,S84,33.903718475153866,-118.34545758457476,C1295,33.87454047564428,-118.24072906897125,shop_and_deliver,on_demand,1,6,59.97,5.35,4.07,SH73,4.63,1,5.7,0,0,5.7
O1685,2026-08-10 14:20:16.041323,2026-08-10 16:20:16.041323,Los Angeles,Kroger,S97,34.04318335419728,-118.30983189746098,C2016,34.08428565861025,-118.34109542135256,shop_and_deliver,on_demand,1,17,133.01,11.73,7.67,SH74,4.67,1,8.36,0,0,8.36
O1686,2026-08-10 11:17:03.379442,2026-08-11 11:17:03.379442,Los Angeles,Kroger,S75,33.95468647812878,-118.09904949700118,C1940,33.983279383709004,-118.03960296304635,delivery_only,next_day,1,7,89.54,10.99,5.72,SH62,5.0,0,6.44,5,0,11.440000000000001
O1687,2026-08-10 14:20:09.480067,2026-08-10 16:20:09.480067,Los Angeles,Kroger,S80,34.16832592727953,-118.15973733624271,C1155,34.23403039317992,-118.27519117482224,shop_and_deliver,on_demand,1,6,53.48,7.84,2.91,SH53,4.92,1,5.65,0,0,5.65
O1688,2026-08-10 14:09:21.048085,2026-08-10 16:09:21.048085,Los Angeles,Target,S89,33.99461823755571,-118.23093793083353,C727,34.036716933623666,-118.14094991042714,shop_and_deliver,on_demand,1,18,134.77,11.6,6.19,SH58,4.41,0,8.76,3,0,11.76
O1689,2026-08-10 12:37:28.304783,2026-08-10 16:37:28.304783,San Francisco,Petco,S37,37.831505451446695,-122.37753034108806,C1578,37.855609943636644,-122.41833882644094,shop_and_deliver,same_day,1,7,75.94,10.96,4.58,SH49,4.61,1,7.68,0,0,7.68
O1690,2026-08-10 17:06:25.138318,2026-08-10 19:06:25.138318,Austin,Target,S111,30.292778882989726,-97.80424520929759,C1333,30.331648615592112,-97.75788336015667,delivery_only,on_demand,1,13,119.41,16.76,7.9,SH99,4.74,0,7.68,0,0,7.68
O1691,2026-08-10 13:33:28.566561,2026-08-10 15:33:28.566561,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C462,33.65270493558396,-86.73966478728234,shop_and_deliver,on_demand,1,12,122.86,15.56,4.82,SH21,4.98,0,6.86,0,0,6.86
O1692,2026-08-10 16:37:17.811703,2026-08-10 18:37:17.811703,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C698,33.49495335060276,-86.80581881712786,shop_and_deliver,on_demand,1,2,16.12,1.57,1.04,SH2,4.53,1,4.22,0,0,4.22
O1693,2026-08-10 17:59:08.228068,2026-08-10 19:59:08.228068,San Francisco,Petco,S28,37.723846077241575,-122.36097356760793,C1958,37.7554362994812,-122.31740013526925,shop_and_deliver,on_demand,1,6,54.74,4.54,2.39,SH47,4.98,0,5.1,0,0,5.1
O1694,2026-08-10 08:33:30.961858,2026-08-10 12:33:30.961858,Los Angeles,Target,S53,34.04764899140769,-118.18596919013292,C1558,34.04665908557186,-118.26484577323707,shop_and_deliver,same_day,1,17,222.62,20.47,8.17,SH66,4.22,1,9.99,0,0,9.99
O1695,2026-08-10 09:37:00.917376,2026-08-10 13:37:00.917376,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C2986,33.54088850860368,-86.85877950925048,delivery_only,same_day,1,9,53.01,6.92,2.52,SH14,4.83,1,6.47,3,0,9.469999999999999
O1696,2026-08-10 08:57:28.407584,2026-08-10 12:57:28.407584,San Francisco,CVS,S49,37.729550554564085,-122.43664425943076,C738,37.78099987457642,-122.45078653020708,shop_and_deliver,same_day,1,2,25.66,3.81,0.85,SH31,4.81,0,5.92,0,0,5.92
O1697,2026-08-10 10:18:05.558651,2026-08-10 12:18:05.558651,Austin,Meijer,S116,30.224508250425657,-97.72493334788619,C1684,30.173123932119378,-97.7520869213655,delivery_only,on_demand,1,19,278.08,24.57,12.62,SH90,4.27,0,9.75,2,0,11.75
O1698,2026-08-10 15:52:10.970184,2026-08-10 19:52:10.970184,San Francisco,Petco,S38,37.78225326370834,-122.38688393840545,C2191,37.87134806723408,-122.43867963444703,delivery_only,same_day,1,21,116.72,11.88,3.61,SH34,5.0,0,9.97,0,0,9.97
O1699,2026-08-10 12:42:06.230487,2026-08-10 14:42:06.230487,Birmingham,Lowe's,S11,33.539909481679956,-86.83155684157191,C2164,33.517109504607255,-86.79519497262848,delivery_only,on_demand,1,10,98.12,10.58,5.73,SH13,4.62,0,8.87,0,1,9.87
O1700,2026-08-10 15:41:19.091574,2026-08-10 19:41:19.091574,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C648,33.54398313175449,-86.8321341715121,delivery_only,same_day,1,17,125.35,16.71,7.05,SH17,4.79,1,8.41,2,2,12.41
O1701,2026-08-10 09:13:02.882268,2026-08-10 13:13:02.882268,San Francisco,Walgreens,S23,37.7540848922567,-122.41094672307135,C375,37.72205591578616,-122.41973408172746,delivery_only,same_day,1,10,80.85,7.09,4.43,SH37,4.89,0,6.14,2,0,8.14
O1702,2026-08-10 14:24:13.133006,2026-08-10 16:24:13.133006,Birmingham,CVS,S14,33.5993993967056,-86.72658623404658,C623,33.589331764069975,-86.73359454113394,delivery_only,on_demand,0,21,150.65,22.2,10.21,SH9,4.53,0,10.15,0,0,10.15
O1703,2026-08-10 12:08:59.566359,2026-08-11 12:08:59.566359,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C1391,33.64535969745811,-86.81787914713915,shop_and_deliver,next_day,1,21,231.05,32.14,13.65,SH4,4.61,0,10.48,1,0,11.48
O1704,2026-08-10 16:57:56.940290,2026-08-10 20:57:56.940290,Los Angeles,Target,S61,34.09250540341041,-118.18948836453357,C1235,34.13966900468505,-118.16660797474563,delivery_only,same_day,0,10,137.56,20.38,6.72,SH55,4.34,0,7.9,2,0,9.9
O1705,2026-08-10 12:13:58.998690,2026-08-10 14:13:58.998690,Los Angeles,Lowe's,S74,34.165401806014295,-118.31631751168545,C2346,34.30834842180908,-118.38634849958606,shop_and_deliver,on_demand,1,6,80.32,11.21,3.12,SH52,5.0,1,5.96,0,0,5.96
O1706,2026-08-10 10:09:47.608106,2026-08-10 14:09:47.608106,Austin,Lowe's,S118,30.239238128282253,-97.81768789746963,C1936,30.246989083676525,-97.8536807745245,shop_and_deliver,same_day,1,21,123.83,14.94,3.79,SH97,4.75,0,11.27,0,0,11.27
O1707,2026-08-10 09:47:19.825318,2026-08-10 11:47:19.825318,Birmingham,Publix,S9,33.500574974908744,-86.89200018062155,C596,33.416982229862455,-86.88577289490158,shop_and_deliver,on_demand,1,4,41.59,5.54,1.37,SH21,4.98,0,6.36,1,0,7.36
O1708,2026-08-10 15:55:45.403560,2026-08-10 17:55:45.403560,Birmingham,Publix,S13,33.5510553569458,-86.81931013464548,C1147,33.5900372982077,-86.86055044588343,delivery_only,on_demand,1,11,124.59,15.92,8.1,SH17,4.79,1,8.53,2,0,10.53
O1709,2026-08-10 10:10:49.019395,2026-08-11 10:10:49.019395,Los Angeles,Kroger,S80,34.16832592727953,-118.15973733624271,C812,34.14906146978907,-118.19629824138939,shop_and_deliver,next_day,1,19,237.59,34.2,7.18,SH72,4.63,0,10.2,0,0,10.2
O1710,2026-08-10 08:59:23.986108,2026-08-10 10:59:23.986108,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C2063,33.543610308921934,-86.86131404773626,shop_and_deliver,on_demand,1,23,231.1,34.15,7.89,SH25,4.31,0,12.16,1,0,13.16
O1711,2026-08-10 12:03:39.152420,2026-08-10 14:03:39.152420,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C1482,33.57512529128383,-86.92281280770924,shop_and_deliver,on_demand,0,4,31.88,2.82,1.32,SH6,4.84,0,6.16,0,0,6.16
O1712,2026-08-10 17:43:54.371056,2026-08-10 19:43:54.371056,Los Angeles,Walgreens,S81,34.15747853463025,-118.11300950173371,C2143,34.204944514902984,-118.051514461259,shop_and_deliver,on_demand,1,8,77.11,11.1,2.99,SH54,4.82,1,6.88,3,1,10.879999999999999
O1713,2026-08-10 10:14:12.094100,2026-08-10 12:14:12.094100,Austin,Lowe's,S106,30.270865930472745,-97.66762538561441,C2093,30.216562317134418,-97.66256921777898,shop_and_deliver,on_demand,1,12,125.48,17.28,6.45,SH99,4.74,0,7.27,0,0,7.27
O1714,2026-08-10 15:25:02.288919,2026-08-10 19:25:02.288919,Birmingham,Petco,S8,33.50635010335558,-86.84797875476436,C195,33.48185626619716,-86.92743573192129,delivery_only,same_day,1,6,39.09,3.62,1.73,SH18,4.93,0,6.89,0,0,6.89
O1715,2026-08-10 10:58:04.814963,2026-08-10 12:58:04.814963,San Francisco,Walgreens,S29,37.762285782181074,-122.44418141903382,C2056,37.74071730336993,-122.45309642642997,shop_and_deliver,on_demand,1,6,56.71,6.48,3.37,SH45,4.36,0,6.19,0,1,7.19
O1716,2026-08-10 15:04:07.365777,2026-08-11 15:04:07.365777,San Francisco,Lowe's,S43,37.78743008551334,-122.4146190690438,C2227,37.74468434594855,-122.39864732394251,delivery_only,next_day,1,11,71.58,6.2,2.6,SH50,4.76,1,8.03,0,0,8.03
O1717,2026-08-10 17:37:53.051905,2026-08-11 17:37:53.051905,San Francisco,Meijer,S51,37.71496244523944,-122.4370917372399,C1815,37.71467530861281,-122.45166467197286,shop_and_deliver,next_day,1,16,165.63,21.82,10.21,SH37,4.89,0,8.91,0,1,9.91
O1718,2026-08-10 13:46:48.929877,2026-08-11 13:46:48.929877,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C2604,33.59496310338335,-86.78555470875132,shop_and_deliver,next_day,1,2,15.29,2.04,0.48,SH5,4.75,0,4.72,0,0,4.72
O1719,2026-08-10 10:49:23.801567,2026-08-10 14:49:23.801567,Birmingham,Publix,S3,33.446595484847236,-86.81773519944615,C782,33.46118252878955,-86.7681129581903,delivery_only,same_day,1,11,46.15,5.47,2.05,SH11,4.56,0,7.62,0,0,7.62
O1720,2026-08-10 14:04:32.799889,2026-08-10 16:04:32.799889,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C2794,33.39899995186146,-86.81513360124127,shop_and_deliver,on_demand,1,3,37.61,4.6,2.0,SH22,4.81,0,6.22,0,0,6.22
O1721,2026-08-10 11:52:52.506061,2026-08-11 11:52:52.506061,San Francisco,Petco,S37,37.831505451446695,-122.37753034108806,C235,37.81751142590003,-122.41661443812882,shop_and_deliver,next_day,1,19,230.73,26.24,9.55,SH27,4.42,0,10.36,1,0,11.36
O1722,2026-08-10 09:00:24.717350,2026-08-10 13:00:24.717350,Los Angeles,Meijer,S66,34.062932405222426,-118.36661306898368,C738,34.11059637912464,-118.23889996041753,delivery_only,same_day,1,8,75.12,8.66,5.05,SH63,4.5,0,7.83,0,0,7.83
O1723,2026-08-10 11:28:41.978650,2026-08-10 13:28:41.978650,Austin,Walgreens,S99,30.2333500609341,-97.7325470066329,C2077,30.139662437430157,-97.70974885984621,delivery_only,on_demand,0,9,93.34,12.13,3.1,SH100,4.9,1,7.62,0,0,7.62
O1724,2026-08-10 16:27:21.054651,2026-08-10 20:27:21.054651,Los Angeles,Target,S59,33.982234304282585,-118.10071551325021,C2823,34.02486394707255,-117.97457054264207,shop_and_deliver,same_day,1,5,21.63,2.21,1.3,SH60,4.65,0,6.94,2,0,8.940000000000001
O1725,2026-08-10 10:23:19.718482,2026-08-10 12:23:19.718482,San Francisco,Meijer,S47,37.769684148457955,-122.45318714753398,C1308,37.7387879971994,-122.41792309014258,shop_and_deliver,on_demand,1,10,128.79,17.49,7.4,SH26,4.98,0,8.86,0,1,9.86
O1726,2026-08-10 10:46:24.738584,2026-08-10 14:46:24.738584,Austin,Kroger,S113,30.34452342979013,-97.83757664562526,C526,30.376732346407078,-97.83065719959818,shop_and_deliver,same_day,0,14,64.3,7.02,2.8,SH80,4.52,1,8.15,0,0,8.15
O1727,2026-08-10 10:19:58.887631,2026-08-11 10:19:58.887631,Birmingham,Petco,S4,33.53680070211378,-86.77294693599671,C2425,33.59054692547782,-86.78462542575045,shop_and_deliver,next_day,1,16,151.37,17.27,5.93,SH19,4.44,1,9.38,0,0,9.38
O1728,2026-08-10 16:19:00.491922,2026-08-10 18:19:00.491922,Austin,Walgreens,S105,30.30142870336481,-97.77137064374077,C1113,30.253063438519476,-97.67988345937759,delivery_only,on_demand,0,7,36.38,4.02,2.07,SH84,4.44,0,7.95,0,0,7.95
O1729,2026-08-10 17:24:38.358143,2026-08-10 19:24:38.358143,Birmingham,Walgreens,S2,33.536358527155464,-86.87231664472036,C1450,33.509992933559744,-86.85612801636357,shop_and_deliver,on_demand,0,9,106.67,12.4,3.49,SH5,4.75,0,6.84,0,0,6.84
O1730,2026-08-10 16:26:01.924188,2026-08-10 18:26:01.924188,Birmingham,Walgreens,S19,33.56456505385718,-86.82387194259158,C305,33.555362235102976,-86.75451053585473,shop_and_deliver,on_demand,1,8,119.88,12.5,7.74,SH14,4.83,1,6.36,5,0,11.36
O1731,2026-08-10 10:59:08.099347,2026-08-10 12:59:08.099347,San Francisco,Lowe's,S30,37.81275537141458,-122.39457711873828,C10,37.833094104408524,-122.37545613112712,shop_and_deliver,on_demand,1,4,54.15,4.72,2.52,SH38,4.42,0,6.15,1,0,7.15
O1732,2026-08-10 14:44:38.152944,2026-08-10 18:44:38.152944,Austin,Meijer,S115,30.232830533494944,-97.81209167665445,C1157,30.24214889690448,-97.87707703096333,shop_and_deliver,same_day,1,9,71.03,10.37,2.92,SH98,4.58,0,6.34,0,1,7.34
O1733,2026-08-10 11:58:09.106255,2026-08-10 13:58:09.106255,Austin,Kroger,S113,30.34452342979013,-97.83757664562526,C2719,30.233552572645742,-97.80829043827383,shop_and_deliver,on_demand,1,18,91.12,13.1,4.11,SH82,4.55,0,8.71,0,0,8.71
O1734,2026-08-10 14:35:07.091723,2026-08-10 16:35:07.091723,Los Angeles,Walgreens,S65,34.04329019033381,-118.09867305773155,C1234,34.015658338123586,-118.16451034210893,shop_and_deliver,on_demand,1,5,21.69,3.12,1.26,SH68,4.88,0,5.0,0,0,5.0
O1735,2026-08-10 08:05:53.933285,2026-08-10 10:05:53.933285,Austin,Petco,S121,30.206076006798973,-97.76082921898866,C1802,30.205490514339502,-97.74370636857387,shop_and_deliver,on_demand,1,3,25.04,3.35,1.28,SH85,4.5,0,4.51,0,0,4.51
O1736,2026-08-10 08:55:42.485559,2026-08-10 12:55:42.485559,Birmingham,Meijer,S5,33.438754084224875,-86.77044022099197,C353,33.38227308579596,-86.7412476311695,shop_and_deliver,same_day,1,20,272.73,23.34,18.2,SH9,4.53,0,9.66,1,0,10.66
O1737,2026-08-10 09:57:05.462801,2026-08-10 11:57:05.462801,Los Angeles,Publix,S92,34.169813966553136,-118.20435841220082,C2321,34.150397788792986,-118.18000046243826,shop_and_deliver,on_demand,1,9,94.0,12.25,3.64,SH60,4.65,0,7.23,1,0,8.23
O1738,2026-08-10 15:51:36.885589,2026-08-10 17:51:36.885589,Los Angeles,Lowe's,S72,34.18321899662102,-118.35244371675621,C2078,34.14293520065081,-118.41394332194722,shop_and_deliver,on_demand,1,5,48.1,6.22,1.58,SH65,5.0,0,6.26,0,0,6.26
O1739,2026-08-10 13:26:04.635046,2026-08-11 13:26:04.635046,Birmingham,Lowe's,S21,33.5802112594271,-86.81944425599345,C1990,33.60470843919111,-86.87828428455039,shop_and_deliver,next_day,1,16,210.03,24.03,14.61,SH5,4.75,0,8.23,0,0,8.23
O1740,2026-08-10 14:27:52.239269,2026-08-10 18:27:52.239269,Austin,Target,S102,30.230584401031255,-97.80920145066278,C1459,30.319377310296378,-97.79566001264313,shop_and_deliver,same_day,1,1,10.97,1.61,0.66,SH80,4.52,1,5.21,1,0,6.21
O1741,2026-08-10 16:42:53.563241,2026-08-10 18:42:53.563241,Birmingham,CVS,S22,33.58966892307698,-86.792778003814,C1065,33.50833263978937,-86.8285781860855,delivery_only,on_demand,1,1,11.61,1.27,0.65,SH13,4.62,0,5.0,0,0,5.0
O1742,2026-08-10 17:18:26.867504,2026-08-10 21:18:26.867504,Los Angeles,Publix,S79,34.112307348991834,-118.13970165732852,C188,34.09188301659444,-117.98954029501658,delivery_only,same_day,0,32,148.07,14.85,7.39,SH68,4.88,0,13.04,3,2,18.04
O1743,2026-08-10 14:31:00.670222,2026-08-10 18:31:00.670222,San Francisco,Lowe's,S33,37.81690462933478,-122.42546591910342,C2945,37.84186861116779,-122.41260950102968,delivery_only,same_day,1,17,71.02,6.44,4.52,SH32,4.68,0,8.55,0,0,8.55
O1744,2026-08-10 09:06:33.482837,2026-08-10 13:06:33.482837,San Francisco,Meijer,S50,37.728106230943325,-122.45204778049496,C699,37.709586679026,-122.3833317179454,shop_and_deliver,same_day,1,22,320.23,38.95,12.46,SH45,4.36,0,11.5,0,0,11.5
O1745,2026-08-10 09:10:52.346536,2026-08-10 11:10:52.346536,Los Angeles,Walgreens,S65,34.04329019033381,-118.09867305773155,C1188,34.062135122641116,-118.1087758217908,delivery_only,on_demand,1,12,169.75,19.26,8.2,SH59,4.77,0,8.98,0,0,8.98
O1746,2026-08-10 12:37:53.310255,2026-08-10 16:37:53.310255,Austin,Meijer,S117,30.217250272103172,-97.83533305311411,C1390,30.1713751157162,-97.79714437185463,delivery_only,same_day,1,6,40.35,4.09,1.49,SH99,4.74,0,7.06,0,1,8.059999999999999
O1747,2026-08-10 12:05:52.227921,2026-08-10 14:05:52.227921,Los Angeles,Kroger,S60,33.91764362537499,-118.31010606072903,C1445,33.91791484554596,-118.32843952302403,shop_and_deliver,on_demand,1,5,30.69,3.97,1.79,SH68,4.88,0,4.88,0,0,4.88
O1748,2026-08-10 13:15:22.064600,2026-08-10 15:15:22.064600,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C2243,37.732177366977545,-122.48994901772987,shop_and_deliver,on_demand,1,11,79.34,11.67,4.86,SH38,4.42,0,6.47,3,0,9.469999999999999
O1749,2026-08-10 16:50:58.807390,2026-08-10 18:50:58.807390,Los Angeles,Meijer,S66,34.062932405222426,-118.36661306898368,C858,34.05071359911147,-118.31072411521589,shop_and_deliver,on_demand,1,33,379.49,44.77,25.61,SH71,5.0,1,13.38,5,2,20.380000000000003
O1750,2026-08-10 16:10:25.683006,2026-08-10 20:10:25.683006,Los Angeles,Kroger,S60,33.91764362537499,-118.31010606072903,C2146,33.872777956622784,-118.29432589212782,shop_and_deliver,same_day,1,41,486.9,71.86,20.73,SH74,4.67,1,14.78,0,0,14.78
O1751,2026-08-10 14:45:00.986444,2026-08-10 18:45:00.986444,Austin,Target,S103,30.246138293361895,-97.67425737185474,C828,30.278118054317037,-97.6527906165597,shop_and_deliver,same_day,1,5,21.06,2.65,1.39,SH81,4.66,0,6.8,0,0,6.8
O1752,2026-08-10 12:09:16.138085,2026-08-10 16:09:16.138085,Austin,Meijer,S108,30.23909823024395,-97.7843816311471,C1939,30.226149097576098,-97.80060350446158,shop_and_deliver,same_day,1,12,102.31,9.07,6.71,SH94,5.0,0,8.25,3,0,11.25
O1753,2026-08-10 09:12:21.241159,2026-08-10 13:12:21.241159,San Francisco,Petco,S42,37.77592848293977,-122.37049202312886,C692,37.7702745376844,-122.35856256425872,shop_and_deliver,same_day,1,18,151.15,14.24,10.27,SH44,4.95,0,10.36,0,0,10.36
O1754,2026-08-10 08:42:23.727573,2026-08-11 08:42:23.727573,Birmingham,Publix,S3,33.446595484847236,-86.81773519944615,C650,33.49899685666898,-86.82107978526982,shop_and_deliver,next_day,1,31,459.66,44.21,29.58,SH11,4.56,0,14.12,0,0,14.12
O1755,2026-08-10 12:31:45.551762,2026-08-10 14:31:45.551762,San Francisco,Walgreens,S25,37.80457841321649,-122.41463694411331,C2177,37.84562000895466,-122.42054843352263,shop_and_deliver,on_demand,1,12,151.59,18.72,9.82,SH32,4.68,0,7.44,0,0,7.44
O1756,2026-08-10 16:49:12.409142,2026-08-10 18:49:12.409142,Birmingham,CVS,S15,33.497974970457186,-86.89752607460036,C878,33.44441089125782,-86.93988009647366,shop_and_deliver,on_demand,1,15,138.24,11.16,9.45,SH24,4.53,0,9.75,0,0,9.75
O1757,2026-08-10 12:02:49.977387,2026-08-10 14:02:49.977387,Los Angeles,Target,S59,33.982234304282585,-118.10071551325021,C1760,33.934365702325366,-118.17579931681308,delivery_only,on_demand,0,6,26.22,3.02,1.34,SH59,4.77,0,7.28,0,0,7.28
O1758,2026-08-10 13:41:10.619818,2026-08-10 15:41:10.619818,Austin,Walgreens,S110,30.349848110511292,-97.74083152022781,C2316,30.32074062248519,-97.70705228138715,delivery_only,on_demand,1,13,144.62,20.96,10.05,SH80,4.52,1,7.59,2,0,9.59
O1759,2026-08-10 08:32:35.160007,2026-08-11 08:32:35.160007,San Francisco,Lowe's,S43,37.78743008551334,-122.4146190690438,C2433,37.814506516911685,-122.3964596110932,shop_and_deliver,next_day,1,10,86.57,8.69,5.21,SH41,4.55,0,8.69,5,0,13.69
O1760,2026-08-10 15:02:54.516175,2026-08-10 19:02:54.516175,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C1233,37.729938004571395,-122.39474646135382,shop_and_deliver,same_day,1,19,90.85,10.33,6.22,SH45,4.36,0,8.7,0,0,8.7
O1761,2026-08-10 17:51:47.407788,2026-08-10 21:51:47.407788,Austin,Target,S107,30.336933958984933,-97.81577573371159,C1279,30.352453114265927,-97.84157949203741,shop_and_deliver,same_day,1,15,193.47,24.41,12.09,SH78,4.46,0,9.41,0,1,10.41
O1762,2026-08-10 15:01:05.774362,2026-08-10 17:01:05.774362,Austin,Kroger,S125,30.316008528599824,-97.79292789453066,C474,30.380490776579705,-97.70931461523297,delivery_only,on_demand,0,13,83.77,10.85,3.23,SH77,4.52,1,8.25,0,0,8.25
O1763,2026-08-10 13:12:45.123747,2026-08-10 17:12:45.123747,Austin,Target,S119,30.332773800757515,-97.78879141683605,C1268,30.306419640078484,-97.84424889600318,shop_and_deliver,same_day,1,15,205.73,24.86,11.84,SH82,4.55,0,10.1,2,0,12.1
O1764,2026-08-10 17:46:55.888079,2026-08-10 19:46:55.888079,San Francisco,Lowe's,S39,37.719752030744615,-122.3941204532377,C2295,37.72676659103783,-122.41540700193801,delivery_only,on_demand,1,10,49.9,4.99,1.98,SH30,5.0,0,6.41,0,1,7.41
O1765,2026-08-10 09:54:41.333931,2026-08-10 11:54:41.333931,Austin,Meijer,S98,30.241231740051088,-97.84000867669423,C1958,30.219629172899996,-97.90846535115315,delivery_only,on_demand,1,7,97.16,12.79,3.95,SH83,4.82,0,6.44,0,0,6.44
O1766,2026-08-10 16:30:41.364675,2026-08-10 18:30:41.364675,Austin,Walgreens,S110,30.349848110511292,-97.74083152022781,C185,30.292837462623545,-97.69027010076151,shop_and_deliver,on_demand,1,1,10.83,1.35,0.37,SH88,4.33,0,4.02,0,0,4.02
O1767,2026-08-10 09:05:35.615693,2026-08-10 11:05:35.615693,Los Angeles,Meijer,S55,33.96782926587192,-118.2262693993948,C2805,34.17403781820086,-118.21313772837749,shop_and_deliver,on_demand,1,19,171.68,16.41,6.94,SH72,4.63,0,9.85,0,0,9.85
O1768,2026-08-10 16:19:19.478514,2026-08-10 18:19:19.478514,Los Angeles,Kroger,S73,34.12276483577223,-118.33097851377869,C1375,34.16522378138062,-118.4254606721223,delivery_only,on_demand,0,14,103.24,12.6,6.84,SH75,4.91,0,8.97,0,1,9.97
O1769,2026-08-10 14:19:48.598504,2026-08-10 16:19:48.598504,Los Angeles,Kroger,S57,33.97626281885158,-118.18480871814806,C1559,34.05707603437355,-118.09366126719026,delivery_only,on_demand,1,20,164.52,21.73,10.18,SH72,4.63,0,9.75,0,0,9.75
O1770,2026-08-10 16:57:45.107673,2026-08-10 18:57:45.107673,San Francisco,Petco,S44,37.742355779859,-122.47016241082054,C832,37.802426259564115,-122.46068861458247,shop_and_deliver,on_demand,1,4,58.57,6.44,3.28,SH45,4.36,0,6.0,2,0,8.0
O1771,2026-08-10 17:52:15.634517,2026-08-10 19:52:15.634517,Birmingham,CVS,S16,33.55176194477219,-86.82117255112688,C1918,33.590591345959986,-86.79798367589574,delivery_only,on_demand,0,23,250.71,34.13,10.06,SH4,4.61,0,9.37,0,0,9.37
O1772,2026-08-10 11:40:15.666282,2026-08-10 13:40:15.666282,Los Angeles,Walgreens,S63,34.08000901716382,-118.3694440021002,C457,33.98487310026261,-118.32369638725558,delivery_only,on_demand,1,4,51.98,7.43,2.41,SH74,4.67,1,6.92,0,0,6.92
O1773,2026-08-10 15:12:43.524601,2026-08-10 17:12:43.524601,Austin,Lowe's,S118,30.239238128282253,-97.81768789746963,C610,30.282527711926797,-97.81228306590276,shop_and_deliver,on_demand,0,46,684.24,90.19,46.11,SH97,4.75,0,16.2,2,0,18.2
