solo_dist_km,bundle_dist_km,dist_saved_km,pct_dist_saved,bundle_total_min,available_min,time_feasible,best_route,metro,order_id_1,order_id_2,order_type_1,order_type_2,delivery_type_1,delivery_type_2,same_store,basket_size_1,basket_size_2,pay_1,pay_2,store_to_store_km,cust_to_cust_km,leg1_km,leg2_km,creation_gap_min,bundle_type,viable,accepted
8.443,5.874,2.569,0.3043,41.6,112.3,True,s1->s2->c1->c2,Austin,O3840,O4504,shop_and_deliver,delivery_only,on_demand,on_demand,True,11,4,10.62,7.44,0.0,3.361,2.513,3.418,7.7,mixed,True,1
11.385,8.856,2.529,0.2222,54.8,201.4,True,s1->s2->c1->c2,Austin,O637,O2091,delivery_only,shop_and_deliver,same_day,next_day,True,20,14,13.87,7.59,0.0,5.6,3.256,4.873,38.6,mixed,True,1
9.882,7.448,2.434,0.2463,55.8,109.7,True,s1->s2->c2->c1,Austin,O212,O2822,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,6,5,5.37,5.07,0.0,4.857,3.645,2.591,10.3,both_shop,True,1
12.235,9.861,2.374,0.194,32.3,120.0,True,s1->s2->c1->c2,Austin,O2079,O5315,delivery_only,delivery_only,on_demand,same_day,True,4,9,9.78,8.5,0.0,6.548,3.313,5.609,31.1,both_delivery,True,1
8.117,5.842,2.275,0.2803,27.2,98.2,True,s1->s2->c1->c2,Austin,O56,O4126,shop_and_deliver,delivery_only,on_demand,on_demand,True,1,6,6.16,6.81,0.0,4.038,1.804,4.509,21.8,mixed,True,1
8.941,6.688,2.253,0.252,36.8,106.9,True,s1->s2->c2->c1,Austin,O1517,O3597,delivery_only,shop_and_deliver,on_demand,on_demand,True,21,6,11.09,8.84,0.0,3.914,3.084,2.773,13.1,mixed,True,1
11.157,8.921,2.235,0.2004,42.2,198.5,True,s2->s1->c1->c2,Austin,O241,O4698,shop_and_deliver,delivery_only,same_day,same_day,False,8,9,5.58,8.0,0.481,6.472,1.968,7.218,41.5,mixed,True,1
4.914,3.078,1.836,0.3736,40.6,79.5,True,s1->s2->c1->c2,Austin,O555,O4678,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,5,6,12.66,5.78,0.0,1.585,1.493,1.928,40.5,both_shop,True,1
3.159,1.423,1.736,0.5496,41.9,120.0,True,s1->s2->c2->c1,Austin,O357,O4143,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,9,17,8.120000000000001,10.24,0.0,1.091,1.413,0.332,7.3,both_shop,True,1
7.011,5.341,1.67,0.2382,62.9,120.0,True,s1->s2->c1->c2,Austin,O3206,O3741,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,10,16,8.22,10.62,0.0,4.011,1.33,4.351,8.8,both_shop,True,1
7.931,6.287,1.644,0.2073,38.9,120.0,True,s1->s2->c1->c2,Austin,O1429,O3045,delivery_only,shop_and_deliver,same_day,on_demand,True,7,10,6.34,8.67,0.0,5.462,0.825,6.281,12.0,mixed,True,1
7.536,6.069,1.468,0.1948,36.2,222.1,True,s1->s2->c1->c2,Austin,O1612,O5041,shop_and_deliver,shop_and_deliver,next_day,same_day,True,1,6,11.64,12.11,0.0,4.39,1.678,4.18,17.9,both_shop,True,1
7.934,6.483,1.451,0.1829,25.3,111.8,True,s1->s2->c1->c2,Austin,O2179,O5837,shop_and_deliver,delivery_only,next_day,on_demand,True,8,15,9.63,9.59,0.0,4.84,1.643,4.649,8.2,mixed,True,1
4.802,3.476,1.326,0.2761,36.0,222.9,True,s1->s2->c1->c2,Austin,O1332,O4172,shop_and_deliver,shop_and_deliver,same_day,same_day,True,11,18,9.21,9.45,0.0,2.77,0.706,3.39,17.1,both_shop,True,1
6.501,5.252,1.249,0.1921,91.0,1407.8,True,s1->s2->c1->c2,Austin,O3848,O4788,shop_and_deliver,shop_and_deliver,next_day,next_day,True,4,40,5.62,16.84,0.0,3.414,1.839,2.824,32.2,both_shop,True,1
5.404,4.305,1.099,0.2033,41.9,120.0,True,s1->s2->c2->c1,Austin,O458,O1321,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,5,8,6.44,7.66,0.0,3.108,2.103,1.197,23.4,both_shop,True,1
4.177,3.231,0.946,0.2265,46.7,199.9,True,s1->s2->c1->c2,Austin,O1158,O5721,shop_and_deliver,shop_and_deliver,same_day,same_day,True,11,11,8.379999999999999,7.52,0.0,2.044,1.187,1.804,40.1,both_shop,True,1
32.56,12.047,20.513,0.63,66.8,89.6,True,s1->s2->c2->c1,Birmingham,O549,O1536,shop_and_deliver,delivery_only,same_day,on_demand,True,23,10,10.82,8.129999999999999,0.0,3.005,11.759,9.042,30.4,mixed,True,1
31.116,12.111,19.005,0.6108,38.3,120.0,True,s1->s2->c2->c1,Birmingham,O1189,O3890,delivery_only,delivery_only,same_day,on_demand,True,6,15,9.7,8.0,0.0,4.245,11.625,7.866,23.1,both_delivery,True,1
30.606,12.059,18.547,0.606,50.4,240.0,True,s1->s2->c2->c1,Birmingham,O413,O2396,shop_and_deliver,delivery_only,same_day,next_day,True,18,12,9.76,8.71,0.0,3.694,11.121,8.365,39.5,mixed,True,1
34.604,16.612,17.993,0.52,65.7,195.4,True,s2->s1->c2->c1,Birmingham,O1196,O5790,shop_and_deliver,delivery_only,same_day,same_day,False,15,5,9.42,5.91,0.19,13.295,15.774,3.149,44.6,mixed,True,1
31.218,13.325,17.893,0.5732,80.8,230.7,True,s1->s2->c2->c1,Birmingham,O319,O1460,delivery_only,shop_and_deliver,same_day,same_day,True,13,19,9.71,12.69,0.0,8.104,12.999,5.221,9.3,mixed,True,1
27.821,10.039,17.782,0.6391,68.3,120.0,True,s1->s2->c2->c1,Birmingham,O4294,O5676,shop_and_deliver,shop_and_deliver,same_day,on_demand,False,15,10,7.84,8.07,0.19,1.335,9.716,8.514,6.3,both_shop,True,1
27.236,9.817,17.419,0.6396,57.0,84.4,True,s1->s2->c1->c2,Birmingham,O4849,O5049,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,7,16,7.59,7.51,0.0,0.896,8.921,9.394,35.6,both_shop,True,1
34.424,17.058,17.367,0.5045,80.4,113.6,True,s1->s2->c2->c1,Birmingham,O3700,O3914,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,18,7,10.73,8.23,0.0,5.609,11.488,11.449,6.4,both_shop,True,1
31.943,14.612,17.33,0.5425,63.5,90.9,True,s1->s2->c2->c1,Birmingham,O2456,O3966,shop_and_deliver,delivery_only,same_day,on_demand,True,12,2,11.28,11.4,0.0,9.843,13.587,4.769,29.1,mixed,True,1
32.854,16.054,16.8,0.5113,47.0,119.6,True,s1->s2->c2->c1,Birmingham,O402,O5559,delivery_only,shop_and_deliver,on_demand,same_day,True,5,5,7.44,12.7,0.0,15.037,15.918,1.018,0.4,mixed,True,1
27.221,10.471,16.75,0.6153,90.5,204.8,True,s1->s2->c2->c1,Birmingham,O5245,O5913,shop_and_deliver,shop_and_deliver,same_day,next_day,True,26,15,10.42,9.49,0.0,1.99,9.37,8.481,35.2,both_shop,True,1
34.488,17.894,16.594,0.4812,63.9,95.7,True,s1->s2->c2->c1,Birmingham,O3260,O3464,delivery_only,shop_and_deliver,on_demand,on_demand,False,18,12,14.84,7.52,0.19,7.274,12.123,10.43,24.3,mixed,True,1
28.706,12.172,16.535,0.576,40.1,120.0,True,s1->s2->c2->c1,Birmingham,O1261,O3920,delivery_only,delivery_only,on_demand,next_day,True,15,11,10.75,11.03,0.0,4.842,10.688,7.33,9.2,both_delivery,True,1
26.25,9.89,16.36,0.6232,30.3,83.2,True,s1->s2->c2->c1,Birmingham,O1646,O4717,shop_and_deliver,delivery_only,on_demand,same_day,True,3,18,6.74,9.61,0.0,2.547,9.454,7.343,36.8,mixed,True,1
28.625,12.332,16.293,0.5692,54.3,102.9,True,s1->s2->c2->c1,Birmingham,O116,O5343,delivery_only,shop_and_deliver,same_day,on_demand,True,5,25,6.56,12.31,0.0,6.371,11.332,5.961,17.1,mixed,True,1
26.442,10.442,16.0,0.6051,34.1,120.0,True,s1->s2->c1->c2,Birmingham,O547,O1914,delivery_only,delivery_only,on_demand,same_day,True,8,22,8.17,12.85,0.0,2.247,8.195,10.052,38.1,both_delivery,True,1
29.554,13.583,15.97,0.5404,35.5,92.1,True,s1->s2->c1->c2,Birmingham,O1962,O4288,delivery_only,delivery_only,on_demand,on_demand,True,22,9,12.04,9.14,0.0,3.859,9.724,10.105,27.9,both_delivery,True,1
26.579,10.707,15.871,0.5971,51.2,120.0,True,s1->s2->c1->c2,Birmingham,O3379,O5061,shop_and_deliver,delivery_only,on_demand,same_day,True,4,3,10.24,6.81,0.0,1.931,8.776,9.026,29.4,mixed,True,1
25.642,9.782,15.861,0.6185,34.8,120.0,True,s1->s2->c2->c1,Birmingham,O1262,O3035,delivery_only,shop_and_deliver,next_day,on_demand,True,5,6,6.43,7.18,0.0,1.494,8.677,8.288,44.5,mixed,True,1
30.756,14.971,15.785,0.5132,44.8,110.1,True,s1->s2->c2->c1,Birmingham,O1901,O2608,delivery_only,shop_and_deliver,on_demand,same_day,True,9,6,6.12,6.02,0.0,11.531,13.658,3.439,9.9,mixed,True,1
29.306,13.644,15.662,0.5344,54.9,101.2,True,s1->s2->c2->c1,Birmingham,O1008,O2256,shop_and_deliver,delivery_only,same_day,on_demand,True,10,4,8.16,9.08,0.0,9.633,12.648,4.011,18.8,mixed,True,1
26.527,10.976,15.551,0.5862,52.6,195.5,True,s1->s2->c2->c1,Birmingham,O2298,O3383,shop_and_deliver,shop_and_deliver,same_day,same_day,True,25,5,13.09,4.84,0.0,3.628,9.589,7.348,44.5,both_shop,True,1
24.836,9.573,15.262,0.6145,53.6,105.6,True,s1->s2->c2->c1,Birmingham,O2543,O4356,delivery_only,shop_and_deliver,on_demand,same_day,True,5,16,7.46,9.12,0.0,3.116,9.189,6.457,14.4,mixed,True,1
26.161,10.944,15.216,0.5816,35.0,94.6,True,s1->s2->c2->c1,Birmingham,O1590,O5679,delivery_only,delivery_only,next_day,on_demand,True,12,9,6.69,8.3,0.0,5.029,10.123,5.915,25.4,both_delivery,True,1
24.288,9.096,15.191,0.6255,30.2,119.9,True,s1->s2->c2->c1,Birmingham,O1883,O2734,delivery_only,delivery_only,same_day,on_demand,True,8,13,8.46,8.54,0.0,2.016,8.604,7.08,0.1,both_delivery,True,1
26.79,11.62,15.17,0.5663,39.5,120.0,True,s1->s2->c2->c1,Birmingham,O2666,O5302,delivery_only,shop_and_deliver,same_day,on_demand,True,9,14,7.3,8.4,0.0,4.498,9.834,7.121,26.1,mixed,True,1
24.873,9.776,15.096,0.6069,42.4,120.0,True,s1->s2->c1->c2,Birmingham,O17,O4568,delivery_only,shop_and_deliver,on_demand,same_day,True,13,9,9.29,11.06,0.0,2.164,7.612,9.648,39.5,mixed,True,1
24.934,9.862,15.072,0.6045,27.4,212.4,True,s1->s2->c2->c1,Birmingham,O445,O1164,delivery_only,delivery_only,same_day,same_day,True,16,20,8.09,10.94,0.0,4.65,9.861,5.212,27.6,both_delivery,True,1
24.88,9.887,14.993,0.6026,62.0,100.5,True,s1->s2->c2->c1,Birmingham,O50,O2961,delivery_only,shop_and_deliver,on_demand,on_demand,True,7,16,5.98,10.22,0.0,4.388,9.69,5.499,19.5,mixed,True,1
24.811,9.843,14.968,0.6033,66.5,120.0,True,s1->s2->c1->c2,Birmingham,O248,O1264,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,6,10,12.06,9.75,0.0,2.298,7.545,9.722,39.6,both_shop,True,1
29.211,14.294,14.917,0.5107,61.8,228.1,True,s1->s2->c2->c1,Birmingham,O4185,O5174,shop_and_deliver,shop_and_deliver,same_day,same_day,True,12,14,7.73,9.74,0.0,5.829,10.373,8.465,11.9,both_shop,True,1
25.827,11.121,14.707,0.5694,47.0,120.0,True,s1->s2->c2->c1,Birmingham,O1655,O5553,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,5,11,6.29,7.61,0.0,4.756,9.732,6.364,2.6,both_shop,True,1
23.342,8.823,14.519,0.622,29.6,99.9,True,s1->s2->c1->c2,Birmingham,O1374,O5384,delivery_only,shop_and_deliver,on_demand,on_demand,True,14,7,9.11,11.0,0.0,1.271,7.551,8.239,20.1,mixed,True,1
31.534,17.069,14.465,0.4587,48.0,120.0,True,s1->s2->c2->c1,Birmingham,O2138,O3678,shop_and_deliver,delivery_only,on_demand,same_day,True,9,14,6.9,11.28,0.0,8.949,11.707,8.121,0.1,mixed,True,1
25.427,10.989,14.438,0.5678,31.2,120.0,True,s1->s2->c2->c1,Birmingham,O3870,O4850,delivery_only,delivery_only,same_day,on_demand,True,2,7,7.43,9.8,0.0,2.532,8.485,8.457,37.4,both_delivery,True,1
24.134,9.831,14.303,0.5927,82.9,91.9,True,s1->s2->c1->c2,Birmingham,O777,O2779,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,16,22,10.25,9.44,0.0,2.289,7.541,9.052,28.1,both_shop,True,1
28.465,14.245,14.219,0.4995,54.8,100.8,True,s1->s2->c1->c2,Birmingham,O3183,O5915,shop_and_deliver,delivery_only,on_demand,on_demand,True,13,11,11.16,10.02,0.0,7.132,7.113,14.238,19.2,mixed,True,1
22.914,8.701,14.214,0.6203,39.7,101.3,True,s1->s2->c1->c2,Birmingham,O1402,O1481,shop_and_deliver,delivery_only,same_day,on_demand,False,6,10,6.71,7.88,0.19,1.307,7.392,8.318,18.7,mixed,True,1
28.358,14.145,14.213,0.5012,49.3,120.0,True,s1->s2->c2->c1,Birmingham,O1009,O4198,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,5,7.66,5.08,0.0,11.54,12.876,2.605,6.8,both_shop,True,1
25.532,11.345,14.187,0.5557,49.0,228.1,True,s1->s2->c2->c1,Birmingham,O1869,O4465,shop_and_deliver,delivery_only,same_day,same_day,True,9,9,7.96,8.31,0.0,8.44,11.314,2.905,11.9,mixed,True,1
27.568,13.432,14.136,0.5128,29.8,120.0,True,s1->s2->c2->c1,Birmingham,O2335,O4225,delivery_only,delivery_only,on_demand,same_day,True,8,35,6.73,14.03,0.0,10.664,12.4,2.768,8.8,both_delivery,True,1
22.448,8.34,14.108,0.6285,37.5,119.6,True,s1->s2->c2->c1,Birmingham,O974,O3861,delivery_only,shop_and_deliver,on_demand,on_demand,True,27,11,15.92,9.62,0.0,1.305,7.706,7.035,0.4,mixed,True,1
33.179,19.093,14.085,0.4245,73.2,90.3,True,s1->s2->c2->c1,Birmingham,O1084,O1603,shop_and_deliver,delivery_only,same_day,on_demand,True,15,18,7.27,8.62,0.0,15.271,14.678,3.823,29.7,mixed,True,1
30.167,16.084,14.083,0.4668,56.8,120.0,True,s1->s2->c2->c1,Birmingham,O3002,O4579,delivery_only,shop_and_deliver,on_demand,next_day,True,14,11,7.11,8.82,0.0,13.602,13.843,2.482,8.9,mixed,True,1
23.627,9.59,14.038,0.5941,95.3,120.0,True,s2->s1->c2->c1,Birmingham,O2187,O4557,shop_and_deliver,shop_and_deliver,next_day,on_demand,False,23,8,11.35,10.47,0.19,4.772,9.397,4.729,33.8,both_shop,True,1
28.8,14.841,13.959,0.4847,70.1,240.0,True,s2->s1->c2->c1,Birmingham,O5543,O5984,shop_and_deliver,shop_and_deliver,next_day,same_day,False,2,6,12.33,9.25,0.19,10.332,12.125,4.371,12.0,both_shop,True,1
27.444,13.549,13.895,0.5063,52.1,120.0,True,s1->s2->c1->c2,Birmingham,O1968,O5206,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,13,5,13.61,5.75,0.0,4.898,8.651,10.141,37.1,both_shop,True,1
24.065,10.267,13.798,0.5734,71.5,212.0,True,s1->s2->c2->c1,Birmingham,O4206,O5401,shop_and_deliver,shop_and_deliver,same_day,same_day,True,28,8,13.08,7.01,0.0,6.349,10.073,3.918,28.0,both_shop,True,1
23.367,9.614,13.753,0.5885,49.3,208.0,True,s2->s1->c2->c1,Birmingham,O1249,O1880,delivery_only,shop_and_deliver,same_day,same_day,False,13,7,9.42,7.06,0.19,4.746,9.351,4.685,32.0,mixed,True,1
21.092,7.374,13.719,0.6504,32.8,240.0,True,s1->s2->c2->c1,Birmingham,O1336,O3430,delivery_only,shop_and_deliver,next_day,same_day,True,2,2,5.2,9.93,0.0,0.521,7.12,6.852,36.3,mixed,True,1
22.987,9.27,13.717,0.5967,50.4,120.0,True,s1->s2->c2->c1,Birmingham,O331,O4372,shop_and_deliver,delivery_only,same_day,on_demand,True,15,11,8.29,11.65,0.0,4.635,9.176,4.635,1.4,mixed,True,1
21.712,8.264,13.448,0.6194,33.7,77.2,True,s1->s2->c1->c2,Birmingham,O4505,O4635,delivery_only,delivery_only,on_demand,on_demand,True,7,5,5.99,5.73,0.0,1.34,6.924,7.864,42.8,both_delivery,True,1
21.805,8.358,13.447,0.6167,48.1,120.0,True,s1->s2->c2->c1,Birmingham,O541,O4968,shop_and_deliver,delivery_only,on_demand,next_day,True,19,23,10.62,9.77,0.0,1.601,7.524,6.757,28.1,mixed,True,1
22.987,9.598,13.389,0.5825,33.2,117.2,True,s1->s2->c1->c2,Birmingham,O3927,O4659,shop_and_deliver,delivery_only,on_demand,on_demand,True,8,18,6.57,8.17,0.0,2.576,7.023,8.942,2.8,mixed,True,1
21.189,7.823,13.367,0.6308,26.0,120.0,True,s1->s2->c1->c2,Birmingham,O2287,O4200,delivery_only,delivery_only,same_day,on_demand,True,5,15,7.82,8.13,0.0,1.114,6.708,7.773,27.3,both_delivery,True,1
23.426,10.203,13.222,0.5644,44.5,111.5,True,s1->s2->c2->c1,Birmingham,O1388,O2473,shop_and_deliver,delivery_only,on_demand,on_demand,True,9,4,8.27,6.13,0.0,4.406,8.814,5.798,8.5,mixed,True,1
21.365,8.159,13.206,0.6181,47.7,120.0,True,s1->s2->c2->c1,Birmingham,O5369,O5911,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,21,10,11.2,6.89,0.0,3.107,8.157,5.052,15.8,both_shop,True,1
23.206,10.003,13.202,0.5689,67.9,120.0,True,s1->s2->c2->c1,Birmingham,O675,O2023,shop_and_deliver,delivery_only,on_demand,same_day,True,26,4,10.42,5.94,0.0,5.577,9.39,4.426,1.2,mixed,True,1
20.734,7.63,13.104,0.632,70.3,120.0,True,s1->s2->c2->c1,Birmingham,O2098,O4880,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,20,14,12.79,11.48,0.0,2.121,7.613,5.509,20.1,both_shop,True,1
24.354,11.3,13.054,0.536,41.8,93.9,True,s1->s2->c2->c1,Birmingham,O1391,O5462,delivery_only,shop_and_deliver,same_day,on_demand,True,14,11,13.07,8.86,0.0,9.475,11.265,1.825,26.1,mixed,True,1
20.883,7.853,13.03,0.624,52.5,91.4,True,s1->s2->c2->c1,Birmingham,O3808,O4875,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,10,10,12.95,8.0,0.0,2.675,7.853,5.178,28.6,both_shop,True,1
20.867,7.976,12.891,0.6178,20.9,120.0,True,s1->s2->c2->c1,Birmingham,O4604,O5560,delivery_only,delivery_only,same_day,on_demand,True,18,17,11.45,9.46,0.0,2.927,7.909,5.049,3.7,both_delivery,True,1
22.171,9.301,12.87,0.5805,43.9,120.0,True,s1->s2->c2->c1,Birmingham,O3101,O4975,shop_and_deliver,delivery_only,next_day,on_demand,True,12,11,8.87,6.76,0.0,2.474,7.672,6.827,5.3,mixed,True,1
22.755,9.896,12.858,0.5651,30.6,80.8,True,s1->s2->c1->c2,Birmingham,O336,O4719,delivery_only,delivery_only,on_demand,on_demand,True,6,33,9.29,14.1,0.0,3.428,6.468,9.818,39.2,both_delivery,True,1
20.886,8.206,12.68,0.6071,36.0,120.0,True,s1->s2->c2->c1,Birmingham,O1656,O4628,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,4,6,6.29,8.35,0.0,3.659,8.169,4.547,35.9,both_shop,True,1
23.457,10.785,12.673,0.5402,36.6,78.6,True,s1->s2->c2->c1,Birmingham,O1575,O3478,delivery_only,delivery_only,on_demand,on_demand,True,9,11,6.38,7.22,0.0,4.57,8.621,6.215,41.4,both_delivery,True,1
25.702,13.05,12.652,0.4923,40.2,120.0,True,s1->s2->c2->c1,Birmingham,O2981,O5953,delivery_only,delivery_only,on_demand,next_day,True,17,21,8.07,9.13,0.0,9.363,11.008,3.687,8.7,both_delivery,True,1
26.843,14.311,12.531,0.4668,62.3,106.6,True,s1->s2->c2->c1,Birmingham,O291,O2494,delivery_only,shop_and_deliver,next_day,on_demand,True,5,12,9.33,9.33,0.0,9.497,11.014,4.814,13.4,mixed,True,1
24.033,11.519,12.514,0.5207,68.3,107.3,True,s1->s2->c1->c2,Birmingham,O3791,O4303,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,6,12,5.29,6.64,0.0,3.859,7.66,8.713,12.7,both_shop,True,1
30.219,17.728,12.49,0.4133,61.3,224.9,True,s1->s2->c2->c1,Birmingham,O3242,O4870,shop_and_deliver,shop_and_deliver,next_day,same_day,True,11,3,7.53,7.05,0.0,11.699,12.095,6.029,15.1,both_shop,True,1
24.383,11.938,12.445,0.5104,36.5,230.9,True,s1->s2->c2->c1,Birmingham,O1142,O1719,delivery_only,delivery_only,same_day,same_day,True,9,11,8.56,7.62,0.0,7.057,9.751,4.881,9.1,both_delivery,True,1
25.617,13.176,12.44,0.4856,64.6,120.0,True,s1->s2->c2->c1,Birmingham,O2022,O5029,delivery_only,shop_and_deliver,same_day,on_demand,True,9,14,8.379999999999999,9.82,0.0,7.056,9.748,6.12,3.3,mixed,True,1
21.795,9.419,12.376,0.5679,36.7,240.0,True,s1->s2->c1->c2,Birmingham,O1045,O5095,shop_and_deliver,delivery_only,same_day,next_day,True,4,6,4.54,7.67,0.0,3.068,6.351,9.094,40.7,mixed,True,1
24.849,12.537,12.312,0.4955,42.2,118.2,True,s1->s2->c2->c1,Birmingham,O1394,O2805,shop_and_deliver,delivery_only,next_day,on_demand,True,6,8,5.42,7.48,0.0,8.751,10.532,3.785,1.8,mixed,True,1
22.845,10.548,12.297,0.5383,67.5,120.0,True,s1->s2->c2->c1,Birmingham,O1642,O4364,shop_and_deliver,delivery_only,next_day,on_demand,True,32,7,13.06,6.07,0.0,8.142,10.22,2.406,10.5,mixed,True,1
19.098,6.878,12.22,0.6399,33.7,120.0,True,s1->s2->c2->c1,Birmingham,O4396,O4986,delivery_only,shop_and_deliver,on_demand,same_day,True,8,6,12.46,11.09,0.0,1.388,6.804,5.49,44.6,mixed,True,1
26.542,14.6,11.942,0.4499,73.7,120.0,True,s1->s2->c2->c1,Birmingham,O1156,O1467,delivery_only,shop_and_deliver,same_day,on_demand,True,17,21,11.05,13.37,0.0,8.45,10.196,6.149,12.2,mixed,True,1
23.033,11.126,11.907,0.5169,60.2,120.0,True,s2->s1->c2->c1,Birmingham,O442,O683,shop_and_deliver,shop_and_deliver,next_day,on_demand,False,7,14,8.91,9.92,0.19,8.52,10.14,2.606,43.6,both_shop,True,1
26.302,14.399,11.903,0.4525,39.2,240.0,True,s1->s2->c1->c2,Birmingham,O2996,O4797,delivery_only,delivery_only,next_day,same_day,True,23,7,10.7,10.57,0.0,7.113,7.286,11.73,30.2,both_delivery,True,1
24.563,12.701,11.862,0.4829,37.6,208.4,True,s1->s2->c2->c1,Birmingham,O5209,O5613,delivery_only,shop_and_deliver,same_day,same_day,True,20,5,12.43,5.26,0.0,11.928,11.895,0.773,31.6,mixed,True,1
21.449,9.612,11.837,0.5519,31.4,120.0,True,s1->s2->c2->c1,Birmingham,O1469,O1569,delivery_only,shop_and_deliver,on_demand,same_day,True,9,13,9.21,7.9,0.0,7.369,9.603,2.243,17.6,mixed,True,1
24.781,12.957,11.824,0.4772,45.9,120.0,True,s1->s2->c2->c1,Birmingham,O1660,O2922,delivery_only,shop_and_deliver,same_day,on_demand,True,9,18,6.28,10.42,0.0,7.676,9.75,5.28,22.4,mixed,True,1
33.654,21.843,11.81,0.3509,70.8,120.0,True,s1->s2->c2->c1,Birmingham,O3415,O5736,shop_and_deliver,delivery_only,on_demand,same_day,True,8,15,7.86,9.18,0.0,15.283,13.546,6.561,21.8,mixed,True,1
22.878,11.077,11.801,0.5158,44.7,84.7,True,s1->s2->c1->c2,Birmingham,O2090,O4164,shop_and_deliver,delivery_only,same_day,on_demand,True,25,8,13.16,7.25,0.0,4.992,6.085,10.708,35.3,mixed,True,1
28.997,17.208,11.79,0.4066,60.7,112.5,True,s1->s2->c2->c1,Birmingham,O4876,O5663,delivery_only,shop_and_deliver,on_demand,on_demand,True,11,9,8.68,6.13,0.0,11.869,11.829,5.339,7.5,mixed,True,1
21.662,9.877,11.785,0.544,41.6,85.0,True,s1->s2->c2->c1,Birmingham,O1412,O2043,shop_and_deliver,delivery_only,on_demand,on_demand,True,4,16,6.43,10.19,0.0,5.955,8.87,3.922,35.0,mixed,True,1
19.85,8.068,11.782,0.5935,59.1,120.0,True,s1->s2->c2->c1,Birmingham,O1418,O1662,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,6,4,6.04,10.07,0.0,4.311,8.046,3.757,4.8,both_shop,True,1
20.297,8.523,11.774,0.5801,45.8,105.4,True,s1->s2->c1->c2,Birmingham,O4864,O5037,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,8,17,9.64,8.01,0.0,2.606,5.917,8.463,14.6,both_shop,True,1
21.945,10.189,11.756,0.5357,61.9,77.0,True,s1->s2->c2->c1,Birmingham,O295,O3300,delivery_only,shop_and_deliver,on_demand,next_day,True,16,18,8.54,9.14,0.0,7.92,9.838,2.27,43.0,mixed,True,1
18.261,6.544,11.717,0.6416,22.8,116.1,True,s1->s2->c1->c2,Birmingham,O153,O3436,delivery_only,delivery_only,on_demand,same_day,True,11,16,8.27,8.7,0.0,0.53,6.014,6.233,3.9,both_delivery,True,1
20.089,8.396,11.693,0.5821,51.6,105.5,True,s1->s2->c2->c1,Birmingham,O3400,O5346,delivery_only,shop_and_deliver,same_day,on_demand,True,3,11,7.73,9.34,0.0,4.215,7.954,4.181,14.5,mixed,True,1
23.955,12.304,11.651,0.4864,55.0,120.0,True,s1->s2->c2->c1,Birmingham,O2730,O4881,shop_and_deliver,delivery_only,same_day,on_demand,False,25,9,11.33,5.92,0.19,7.187,9.579,4.928,44.8,mixed,True,1
19.384,7.789,11.595,0.5982,27.5,120.0,True,s1->s2->c1->c2,Birmingham,O1086,O3109,delivery_only,shop_and_deliver,on_demand,next_day,True,5,1,11.74,6.37,0.0,1.992,5.798,7.789,18.4,mixed,True,1
21.363,9.783,11.58,0.5421,35.8,120.0,True,s1->s2->c1->c2,Birmingham,O5873,O5971,shop_and_deliver,delivery_only,on_demand,same_day,True,7,9,8.12,6.94,0.0,2.747,7.037,7.29,18.4,mixed,True,1
21.538,9.976,11.562,0.5368,50.9,75.5,True,s1->s2->c2->c1,Birmingham,O2140,O3140,shop_and_deliver,delivery_only,on_demand,on_demand,True,12,16,10.6,8.27,0.0,8.121,9.842,1.855,44.5,mixed,True,1
28.764,17.245,11.518,0.4005,74.8,120.0,True,s1->s2->c2->c1,Birmingham,O1163,O5708,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,8,7,10.2,9.73,0.0,11.313,11.416,5.932,37.2,both_shop,True,1
23.909,12.417,11.492,0.4807,37.9,120.0,True,s1->s2->c1->c2,Birmingham,O967,O2245,shop_and_deliver,delivery_only,next_day,on_demand,True,6,10,7.42,6.75,0.0,4.581,7.836,8.237,1.0,mixed,True,1
18.263,6.871,11.391,0.6238,45.4,120.0,True,s1->s2->c1->c2,Birmingham,O3036,O3651,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,10,6,8.32,7.35,0.0,1.07,5.801,6.66,23.4,both_shop,True,1
