solo_dist_km,bundle_dist_km,dist_saved_km,pct_dist_saved,bundle_total_min,available_min,time_feasible,best_route,metro,order_id_1,order_id_2,order_type_1,order_type_2,delivery_type_1,delivery_type_2,same_store,basket_size_1,basket_size_2,pay_1,pay_2,store_to_store_km,cust_to_cust_km,leg1_km,leg2_km,creation_gap_min,bundle_type,viable,solo_pay_total,bundle_offer_pay,est_minutes,pay_per_hour,pay_per_km,total_items,items_per_dollar,assigned_shopper,shopper_rating,preferred_shopper,accepted,both_shop_flag,both_delivery_flag,same_store_flag,has_on_demand,metro_Austin,metro_Birmingham,metro_Los Angeles,metro_San Francisco,predicted_acceptance
4.574,2.751,1.823,0.3985,37.2,234.0,True,s1->s2->c1->c2,Birmingham,O1798,O3162,delivery_only,shop_and_deliver,same_day,next_day,True,9,19,13.32,10.36,0.0,1.837,0.914,2.746,6.0,mixed,True,23.68,19.42,37.2,31.32,6.81,28,1.442,SH13,4.62,0,1,0,0,1,0,0,1,0,0,0.8298676
42.221,25.086,17.136,0.4059,109.2,1411.6,True,s1->s2->c2->c1,Los Angeles,O853,O4078,shop_and_deliver,shop_and_deliver,next_day,next_day,True,16,6,8.84,8.96,0.0,17.778,17.457,7.308,28.4,both_shop,True,17.8,14.6,109.2,8.02,0.58,22,1.507,SH51,4.78,0,0,1,0,1,0,0,0,1,0,0.037469573
14.104,9.198,4.906,0.3478,92.1,1410.0,True,s1->s2->c2->c1,Birmingham,O5023,O5054,shop_and_deliver,shop_and_deliver,next_day,next_day,True,42,8,16.3,8.95,0.0,4.785,4.845,4.414,30.0,both_shop,True,25.25,20.7,92.1,13.49,2.23,50,2.415,SH93,4.67,1,0,1,0,1,0,0,1,0,0,0.040272497
12.501,8.291,4.209,0.3367,45.4,120.0,True,s1->s2->c2->c1,San Francisco,O2117,O5933,shop_and_deliver,delivery_only,same_day,on_demand,True,9,7,7.68,7.33,0.0,6.844,5.527,1.448,34.8,mixed,True,15.01,12.31,45.4,16.27,1.47,16,1.3,SH40,4.14,0,0,0,0,1,1,0,0,0,1,0.27631733
8.441,4.377,4.065,0.4815,53.8,120.0,True,s1->s2->c2->c1,San Francisco,O650,O4476,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,5,9,6.7,6.75,0.0,4.089,4.077,0.288,4.0,both_shop,True,13.45,11.03,53.8,12.3,2.46,14,1.269,SH74,4.67,1,0,1,0,1,1,0,0,0,1,0.20753537
18.64,14.088,4.552,0.2442,41.8,88.8,True,s1->s2->c2->c1,Austin,O729,O3607,delivery_only,delivery_only,on_demand,on_demand,True,4,7,7.24,7.03,0.0,9.637,7.095,4.451,31.2,both_delivery,True,14.27,11.7,41.8,16.79,0.82,11,0.94,SH88,4.33,0,1,0,1,1,1,1,0,0,0,0.34984195
10.376,10.376,0.0,0.0,51.0,113.6,True,s1->c1->s2->c2,San Francisco,O3012,O5267,shop_and_deliver,shop_and_deliver,on_demand,on_demand,False,11,2,8.309999999999999,8.129999999999999,0.288,9.159,1.182,7.845,6.4,both_shop,False,16.439999999999998,13.48,51.0,15.86,1.29,13,0.964,SH86,4.37,0,1,1,0,0,1,0,0,0,1,0.32311696
18.496,16.673,1.823,0.0986,53.1,120.0,True,s1->s2->c1->c2,San Francisco,O4806,O4955,delivery_only,shop_and_deliver,same_day,on_demand,True,5,9,5.93,8.54,0.0,10.702,5.971,6.554,18.6,mixed,False,14.469999999999999,11.87,53.1,13.41,0.71,14,1.179,SH82,4.55,0,0,0,0,1,1,0,0,0,1,0.10687188
13.034,9.031,4.003,0.3071,50.9,76.0,True,s2->s1->c2->c1,Los Angeles,O3393,O4340,shop_and_deliver,shop_and_deliver,same_day,on_demand,False,5,23,4.97,10.93,0.456,6.836,5.76,1.964,44.0,both_shop,True,15.899999999999999,13.04,50.9,15.37,1.43,28,2.147,SH78,4.46,0,0,1,0,0,1,0,0,1,0,0.15553641
23.83,10.778,13.052,0.5477,44.8,119.4,True,s1->s2->c1->c2,Birmingham,O4251,O5171,delivery_only,shop_and_deliver,on_demand,on_demand,True,8,9,8.22,7.91,0.0,4.14,6.638,10.554,0.6,mixed,True,16.130000000000003,13.23,44.8,17.72,1.22,17,1.285,SH54,4.82,1,0,0,0,1,1,0,1,0,0,0.29116195
12.591,10.177,2.415,0.1918,42.6,120.0,True,s1->s2->c1->c2,San Francisco,O4173,O5626,delivery_only,shop_and_deliver,on_demand,next_day,False,11,5,6.77,6.68,0.376,6.679,3.482,5.986,11.3,mixed,True,13.45,11.03,42.6,15.54,1.07,16,1.451,SH59,4.77,0,1,0,0,0,1,0,0,0,1,0.21759334
5.202,2.581,2.62,0.5038,37.2,93.0,True,s1->s2->c1->c2,Austin,O1735,O3085,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,3,10,4.51,8.53,0.0,0.935,1.647,1.908,27.0,both_shop,True,13.04,10.69,37.2,17.24,3.99,13,1.216,SH45,4.36,0,0,1,0,1,1,1,0,0,0,0.316126
13.459,10.596,2.863,0.2127,60.8,75.5,True,s1->s2->c2->c1,San Francisco,O3341,O3842,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,8,16,11.74,8.77,0.0,7.749,5.306,2.847,44.5,both_shop,True,20.509999999999998,16.82,60.8,16.6,1.57,24,1.427,SH33,5.0,0,0,1,0,1,1,0,0,0,1,0.15849797
17.77,17.188,0.582,0.0327,82.6,110.8,True,s1->s2->c1->c2,Austin,O1307,O2572,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,16,9,9.58,6.32,0.0,12.588,4.601,8.569,9.2,both_shop,False,15.9,13.04,82.6,9.47,0.75,25,1.917,SH83,4.82,0,0,1,0,1,1,1,0,0,0,0.06666602
12.549,8.303,4.245,0.3383,81.2,240.0,True,s1->s2->c1->c2,Los Angeles,O204,O3361,shop_and_deliver,shop_and_deliver,next_day,same_day,True,11,24,8.86,12.98,0.0,6.005,2.298,7.953,18.8,both_shop,True,21.84,17.91,81.2,13.23,2.13,35,1.954,SH98,4.58,0,0,1,0,1,0,0,0,1,0,0.07338554
17.497,11.221,6.276,0.3587,57.1,240.0,True,s1->s2->c1->c2,Birmingham,O1405,O5700,shop_and_deliver,delivery_only,next_day,same_day,True,9,12,10.03,9.67,0.0,5.601,5.62,6.258,18.9,mixed,True,19.7,16.15,57.1,16.97,1.43,21,1.3,SH95,4.55,1,0,0,0,1,0,0,1,0,0,0.24342492
15.828,15.825,0.003,0.0002,66.3,235.5,True,s1->s2->c1->c2,San Francisco,O2931,O4920,shop_and_deliver,shop_and_deliver,same_day,same_day,True,2,8,4.53,6.29,0.0,11.568,4.257,7.314,4.5,both_shop,False,10.82,8.87,66.3,8.03,0.56,10,1.127,SH27,4.42,0,0,1,0,1,0,0,0,0,1,0.18972932
42.856,19.827,23.029,0.5374,128.3,240.0,True,s1->s2->c1->c2,Austin,O2517,O3934,shop_and_deliver,shop_and_deliver,next_day,same_day,True,28,23,12.54,10.84,0.0,6.838,12.989,16.877,38.1,both_shop,True,23.38,19.17,128.3,8.96,0.96,51,2.66,SH63,4.5,0,0,1,0,1,0,1,0,0,0,0.01189136
9.845,7.335,2.51,0.255,48.3,120.0,True,s1->s2->c2->c1,Birmingham,O4900,O5462,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,16,11,8.93,8.86,0.0,5.51,4.01,1.825,39.8,both_shop,True,17.79,14.59,48.3,18.12,1.96,27,1.851,SH83,4.82,0,1,1,0,1,1,0,1,0,0,0.22078475
12.268,11.566,0.701,0.0572,47.3,120.0,True,s1->s2->c1->c2,San Francisco,O1979,O2349,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,2,9,5.22,9.13,0.0,8.715,2.852,6.564,16.2,both_shop,False,14.350000000000001,11.77,47.3,14.93,1.01,11,0.935,SH84,4.44,0,0,1,0,1,1,0,0,0,1,0.19782111
16.682,15.698,0.984,0.059,60.7,120.0,True,s2->s1->c1->c2,Austin,O2587,O4435,shop_and_deliver,shop_and_deliver,on_demand,same_day,False,9,7,9.71,8.24,0.481,11.298,3.918,8.597,25.1,both_shop,False,17.950000000000003,14.72,60.7,14.55,0.93,16,1.087,SH3,4.31,0,1,1,0,0,1,1,0,0,0,0.11643116
14.414,14.413,0.001,0.0001,81.7,96.9,True,s1->s2->c1->c2,Birmingham,O4209,O5955,delivery_only,shop_and_deliver,on_demand,on_demand,True,2,25,5.72,10.96,0.0,11.54,2.873,8.667,23.1,mixed,False,16.68,13.68,81.7,10.05,0.94,27,1.974,SH76,4.43,0,1,0,0,1,1,0,1,0,0,0.10372646
14.125,8.086,6.039,0.4275,52.4,120.0,True,s1->s2->c2->c1,Birmingham,O210,O1553,delivery_only,shop_and_deliver,on_demand,next_day,True,6,12,7.2,8.06,0.0,3.781,4.91,4.305,13.2,mixed,True,15.260000000000002,12.51,52.4,14.32,1.53,18,1.439,SH28,5.0,0,0,0,0,1,1,0,1,0,0,0.19402851
11.888,11.637,0.251,0.0211,80.8,120.0,True,s1->s2->c1->c2,Austin,O655,O2411,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,28,10,11.31,7.25,0.0,8.723,2.914,6.06,10.2,both_shop,False,18.560000000000002,15.22,80.8,11.3,1.3,38,2.497,SH32,4.68,0,0,1,0,1,1,1,0,0,0,0.082425214
15.67,8.814,6.856,0.4375,46.0,120.0,True,s1->s2->c1->c2,San Francisco,O1184,O1628,shop_and_deliver,delivery_only,next_day,on_demand,True,4,6,5.44,5.94,0.0,5.31,3.504,8.662,32.7,mixed,True,11.38,9.33,46.0,12.17,1.05,10,1.072,SH60,4.65,0,1,0,0,1,1,0,0,0,1,0.14003533
30.463,14.018,16.444,0.5398,109.9,240.0,True,s1->s2->c2->c1,Birmingham,O59,O2429,shop_and_deliver,shop_and_deliver,next_day,same_day,True,21,20,10.94,9.8,0.0,6.62,11.532,7.399,34.3,both_shop,True,20.740000000000002,17.01,109.9,9.29,1.2,41,2.41,SH98,4.58,0,0,1,0,1,0,0,1,0,0,0.030500231
15.066,8.338,6.729,0.4466,35.2,239.9,True,s1->s2->c2->c1,San Francisco,O579,O5787,delivery_only,shop_and_deliver,same_day,next_day,True,11,3,9.19,6.59,0.0,6.689,6.709,1.648,0.1,mixed,True,15.78,12.94,35.2,22.06,1.53,14,1.082,SH66,4.22,1,0,0,0,1,0,0,0,0,1,0.6050396
10.927,8.368,2.559,0.2342,42.3,214.3,True,s1->s2->c2->c1,Birmingham,O2250,O3783,delivery_only,shop_and_deliver,next_day,same_day,True,16,14,7.51,12.02,0.0,5.711,4.135,2.657,25.7,mixed,True,19.53,16.01,42.3,22.71,1.89,30,1.874,SH9,4.53,0,1,0,0,1,0,0,1,0,0,0.39789355
13.54,5.007,8.533,0.6302,32.3,228.0,True,s1->s2->c2->c1,Austin,O176,O5927,delivery_only,shop_and_deliver,same_day,same_day,True,20,7,9.95,6.46,0.0,1.275,4.904,3.732,12.0,mixed,True,16.41,13.46,32.3,25.0,2.64,27,2.006,SH75,4.91,0,1,0,0,1,0,1,0,0,0,0.34331337
8.769,7.527,1.242,0.1416,72.3,120.0,True,s1->s2->c1->c2,San Francisco,O4377,O4680,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,20,11,13.08,8.780000000000001,0.0,4.856,2.671,3.426,14.3,both_shop,False,21.86,17.93,72.3,14.88,2.35,31,1.729,SH100,4.9,1,0,1,0,1,1,0,0,0,1,0.17140515
14.895,13.801,1.094,0.0735,63.5,99.5,True,s1->s2->c1->c2,Austin,O1902,O2347,delivery_only,shop_and_deliver,same_day,on_demand,True,22,5,10.28,7.95,0.0,10.728,3.073,8.749,20.5,mixed,False,18.23,14.95,63.5,14.13,1.08,27,1.806,SH63,4.5,0,1,0,0,1,1,1,0,0,0,0.090264626
5.602,3.655,1.947,0.3476,30.8,116.0,True,s2->s1->c1->c2,San Francisco,O449,O1079,delivery_only,shop_and_deliver,on_demand,on_demand,False,9,5,7.74,4.77,0.376,1.774,1.506,2.518,4.0,mixed,True,12.51,10.26,30.8,19.99,2.73,14,1.365,SH47,4.98,0,1,0,0,0,1,0,0,0,1,0.3790119
18.652,17.944,0.708,0.038,72.7,1409.4,True,s1->s2->c2->c1,Austin,O4779,O5197,shop_and_deliver,shop_and_deliver,next_day,next_day,True,15,4,7.81,9.43,0.0,12.179,6.444,5.764,30.6,both_shop,False,17.24,14.14,72.7,11.67,0.78,19,1.344,SH89,5.0,1,0,1,0,1,0,1,0,0,0,0.07958172
8.535,7.235,1.3,0.1523,66.6,120.0,True,s1->s2->c1->c2,Austin,O271,O2127,shop_and_deliver,delivery_only,on_demand,same_day,True,31,43,15.78,16.91,0.0,4.883,2.352,3.831,14.2,mixed,False,32.69,26.81,66.6,24.15,3.66,74,2.76,SH99,4.74,0,0,0,0,1,1,1,0,0,0,0.46414584
26.064,16.782,9.282,0.3561,76.8,120.0,True,s1->s2->c2->c1,Austin,O3058,O4415,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,4,12,5.05,9.3,0.0,14.195,11.738,2.587,8.9,both_shop,True,14.350000000000001,11.77,76.8,9.2,0.7,16,1.359,SH40,4.14,0,0,1,0,1,1,1,0,0,0,0.09438267
16.176,13.357,2.819,0.1743,57.1,98.3,True,s1->s2->c1->c2,Austin,O365,O5986,delivery_only,shop_and_deliver,same_day,on_demand,False,8,14,7.64,9.52,0.373,8.738,4.613,7.317,21.7,mixed,False,17.16,14.07,57.1,14.78,1.05,22,1.564,SH2,4.53,1,1,0,0,0,1,1,0,0,0,0.2460448
16.684,10.15,6.534,0.3917,48.4,86.5,True,s1->s2->c2->c1,Birmingham,O1086,O1623,delivery_only,shop_and_deliver,on_demand,same_day,True,5,18,11.74,11.32,0.0,5.061,5.798,5.089,33.5,mixed,True,23.060000000000002,18.91,48.4,23.44,1.84,23,1.216,SH18,4.93,0,1,0,0,1,1,0,1,0,0,0.29006082
18.395,16.269,2.126,0.1156,74.5,240.0,True,s1->s2->c2->c1,Birmingham,O4836,O5539,delivery_only,shop_and_deliver,same_day,next_day,True,17,20,10.71,9.79,0.0,10.753,6.439,5.516,11.0,mixed,False,20.5,16.81,74.5,13.54,1.03,37,2.201,SH55,4.34,0,0,0,0,1,0,0,1,0,0,0.26199833
9.925,8.72,1.205,0.1214,40.2,232.1,True,s1->s2->c1->c2,Austin,O2511,O3759,shop_and_deliver,delivery_only,same_day,same_day,True,11,23,6.78,14.2,0.0,5.658,3.062,3.801,7.9,mixed,False,20.98,17.2,40.2,25.67,1.95,34,1.977,SH34,5.0,0,1,0,0,1,0,1,0,0,0,0.32939544
26.537,10.499,16.038,0.6043,95.9,240.0,True,s1->s2->c1->c2,Birmingham,O1477,O1642,shop_and_deliver,shop_and_deliver,same_day,next_day,True,9,32,8.3,13.06,0.0,2.341,8.159,10.22,7.3,both_shop,True,21.36,17.52,95.9,10.96,1.65,41,2.34,SH8,4.58,0,0,1,0,1,0,0,1,0,0,0.050124645
8.647,6.474,2.173,0.2513,59.4,120.0,True,s1->s2->c2->c1,San Francisco,O431,O1160,shop_and_deliver,shop_and_deliver,on_demand,next_day,True,13,16,8.33,11.24,0.0,4.877,3.525,1.597,25.7,both_shop,True,19.57,16.05,59.4,16.21,2.44,29,1.807,SH98,4.58,0,0,1,0,1,1,0,0,0,1,0.16922635
17.692,14.583,3.11,0.1758,47.7,106.3,True,s1->s2->c1->c2,Austin,O1371,O5426,shop_and_deliver,delivery_only,same_day,on_demand,True,9,25,9.43,10.84,0.0,8.75,5.832,6.028,13.7,mixed,False,20.27,16.62,47.7,20.91,1.13,34,2.046,SH89,5.0,1,1,0,0,1,1,1,0,0,0,0.291649
12.82,9.337,3.483,0.2717,57.9,120.0,True,s1->s2->c1->c2,San Francisco,O1195,O1579,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,20,12,8.59,8.74,0.0,6.894,2.443,7.935,27.3,both_shop,True,17.33,14.21,57.9,14.73,1.51,32,2.252,SH8,4.58,0,0,1,0,1,1,0,0,0,1,0.15410809
3.171,3.17,0.001,0.0002,44.9,120.0,True,s1->s2->c1->c2,San Francisco,O3532,O4795,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,23,10,10.75,7.39,0.0,2.51,0.66,1.85,33.0,both_shop,False,18.14,14.87,44.9,19.87,4.55,33,2.219,SH27,4.42,0,1,1,0,1,1,0,0,0,1,0.29445472
21.825,10.75,11.075,0.5074,47.9,111.5,True,s1->s2->c2->c1,Birmingham,O1821,O5175,delivery_only,shop_and_deliver,on_demand,on_demand,True,13,6,8.94,8.52,0.0,3.744,7.409,7.006,8.5,mixed,True,17.46,14.32,47.9,17.94,1.32,19,1.327,SH43,4.6,1,1,0,0,1,1,0,1,0,0,0.3199237
15.463,8.901,6.562,0.4244,54.6,77.8,True,s1->s2->c2->c1,San Francisco,O509,O2490,shop_and_deliver,delivery_only,same_day,on_demand,True,12,5,11.27,12.12,0.0,4.968,5.765,3.934,42.2,mixed,True,23.39,19.18,54.6,21.08,2.13,17,0.886,SH83,4.82,0,1,0,0,1,1,0,0,0,1,0.14846322
7.964,6.337,1.627,0.2043,34.2,120.0,True,s1->s2->c2->c1,Austin,O104,O3886,shop_and_deliver,delivery_only,same_day,on_demand,True,13,20,8.39,9.91,0.0,3.756,2.692,2.581,3.2,mixed,True,18.3,15.01,34.2,26.33,2.33,33,2.199,SH98,4.58,0,1,0,0,1,1,1,0,0,0,0.3916166
19.087,13.596,5.491,0.2877,61.2,111.7,True,s1->s2->c1->c2,San Francisco,O3051,O3705,delivery_only,shop_and_deliver,on_demand,on_demand,True,6,22,6.18,10.74,0.0,7.775,5.821,7.444,8.3,mixed,True,16.92,13.87,61.2,13.6,1.01,28,2.019,SH42,4.63,1,0,0,0,1,1,0,0,0,1,0.21483696
22.761,17.381,5.38,0.2363,58.1,201.8,True,s1->s2->c1->c2,Austin,O104,O4759,shop_and_deliver,shop_and_deliver,same_day,same_day,True,13,8,8.39,8.26,0.0,14.69,2.692,17.378,38.2,both_shop,True,16.65,13.65,58.1,14.1,0.78,21,1.538,SH82,4.55,0,0,1,0,1,0,1,0,0,0,0.15431806
10.457,7.281,3.176,0.3037,55.4,229.7,True,s1->s2->c1->c2,Birmingham,O1886,O5256,shop_and_deliver,shop_and_deliver,same_day,same_day,True,11,29,6.35,11.27,0.0,5.325,1.956,6.546,10.3,both_shop,True,17.619999999999997,14.45,55.4,15.65,1.96,40,2.768,SH43,4.6,1,0,1,0,1,0,0,1,0,0,0.09201817
9.114,9.11,0.004,0.0004,49.4,120.0,True,s1->s2->c1->c2,Birmingham,O489,O893,shop_and_deliver,delivery_only,next_day,on_demand,True,11,10,7.95,8.63,0.0,8.282,0.827,7.459,38.2,mixed,False,16.580000000000002,13.6,49.4,16.52,1.48,21,1.544,SH3,4.31,0,0,0,0,1,1,0,1,0,0,0.29997733
13.26,7.541,5.72,0.4313,60.0,107.1,True,s1->s2->c1->c2,Austin,O2496,O3165,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,10,12,8.74,9.01,0.0,3.749,3.792,5.677,12.9,both_shop,True,17.75,14.56,60.0,14.56,1.91,22,1.511,SH38,4.42,0,0,1,0,1,1,1,0,0,0,0.16349669
23.5,23.498,0.003,0.0001,70.4,94.4,True,s1->s2->c1->c2,Birmingham,O974,O5220,delivery_only,shop_and_deliver,on_demand,on_demand,True,27,12,15.92,7.21,0.0,15.791,7.706,8.088,25.6,mixed,False,23.13,18.97,70.4,16.17,0.8,39,2.056,SH50,4.76,1,0,0,0,1,1,0,1,0,0,0.069711246
21.269,12.646,8.623,0.4054,53.0,120.0,True,s1->s2->c2->c1,Los Angeles,O1434,O2173,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,10,15,7.39,7.74,0.0,10.557,9.59,2.089,3.9,both_shop,True,15.129999999999999,12.41,53.0,14.05,0.97,25,2.015,SH87,5.0,0,0,1,0,1,1,0,0,1,0,0.17863016
11.006,8.981,2.025,0.184,24.5,96.1,True,s1->s2->c1->c2,Los Angeles,O544,O1843,delivery_only,delivery_only,on_demand,same_day,True,3,15,5.94,13.59,0.0,5.473,3.508,3.991,23.9,both_delivery,True,19.53,16.01,24.5,39.21,1.76,18,1.124,SH76,4.43,0,1,0,1,1,1,0,0,1,0,0.9359425
30.414,24.322,6.093,0.2003,100.4,114.7,True,s1->s2->c2->c1,Birmingham,O2611,O5494,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,6,7,7.57,5.31,0.0,15.645,10.869,8.677,5.3,both_shop,True,12.879999999999999,10.56,100.4,6.31,0.43,13,1.231,SH15,5.0,0,0,1,0,1,1,0,1,0,0,0.007685655
13.393,11.157,2.236,0.167,56.6,102.1,True,s1->s2->c1->c2,San Francisco,O431,O3296,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,13,3,8.33,7.48,0.0,7.632,3.525,6.343,17.9,both_shop,False,15.81,12.96,56.6,13.74,1.15,16,1.235,SH51,4.78,0,0,1,0,1,1,0,0,0,1,0.14761767
13.197,7.971,5.225,0.396,45.2,115.0,True,s1->s2->c1->c2,San Francisco,O115,O686,shop_and_deliver,delivery_only,on_demand,on_demand,True,6,23,8.17,15.26,0.0,3.763,4.208,4.78,5.0,mixed,True,23.43,19.21,45.2,25.5,2.38,29,1.51,SH70,4.09,0,1,0,0,1,1,0,0,0,1,0.7348044
7.993,6.593,1.4,0.1752,41.5,98.8,True,s1->s2->c1->c2,San Francisco,O5654,O5666,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,6,7,10.3,6.86,0.0,5.541,1.051,5.89,21.2,both_shop,False,17.16,14.07,41.5,20.34,2.1,13,0.924,SH52,5.0,1,0,1,0,1,1,0,0,0,1,0.40858766
24.314,12.733,11.58,0.4763,96.5,102.2,True,s1->s2->c2->c1,Birmingham,O331,O2061,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,15,14,8.29,8.32,0.0,6.772,9.176,5.961,17.8,both_shop,True,16.61,13.62,96.5,8.47,1.06,29,2.129,SH17,4.79,1,1,1,0,1,1,0,1,0,0,0.02148004
21.662,9.696,11.966,0.5524,38.1,120.0,True,s1->s2->c2->c1,Birmingham,O50,O3001,delivery_only,shop_and_deliver,on_demand,same_day,True,7,12,5.98,7.74,0.0,7.415,9.69,2.282,30.2,mixed,True,13.72,11.25,38.1,17.72,1.15,19,1.689,SH83,4.82,0,1,0,0,1,1,0,1,0,0,0.2672632
28.991,19.402,9.589,0.3308,72.3,212.4,True,s1->s2->c2->c1,Birmingham,O451,O461,shop_and_deliver,shop_and_deliver,same_day,same_day,True,3,10,8.46,8.93,0.0,14.747,12.168,4.655,27.6,both_shop,True,17.39,14.26,72.3,11.83,0.73,13,0.912,SH52,5.0,1,0,1,0,1,0,0,1,0,0,0.11441838
22.12,14.183,7.937,0.3588,62.4,115.0,True,s2->s1->c2->c1,Austin,O3198,O4301,delivery_only,shop_and_deliver,same_day,on_demand,False,20,9,11.73,6.87,0.373,6.574,7.262,7.556,5.0,mixed,True,18.6,15.25,62.4,14.66,1.07,29,1.902,SH81,4.66,0,0,0,0,0,1,1,0,0,0,0.09566434
8.251,3.37,4.882,0.5916,27.0,201.7,True,s1->s2->c2->c1,San Francisco,O768,O5620,delivery_only,shop_and_deliver,same_day,same_day,True,12,25,8.17,13.42,0.0,0.787,2.834,2.583,38.3,mixed,True,21.59,17.7,27.0,39.33,5.1,37,2.09,SH99,4.74,0,1,0,0,1,0,0,0,0,1,0.9013913
8.746,7.084,1.663,0.1901,53.0,79.1,True,s1->s2->c2->c1,San Francisco,O1216,O3869,shop_and_deliver,shop_and_deliver,on_demand,on_demand,True,7,11,6.47,9.2,0.0,4.576,3.12,2.507,40.9,both_shop,True,15.669999999999998,12.85,53.0,14.55,1.79,18,1.401,SH26,4.98,0,1,1,0,1,1,0,0,0,1,0.14463139
7.439,3.623,3.817,0.513,68.7,120.0,True,s1->s2->c2->c1,San Francisco,O3815,O4332,shop_and_deliver,shop_and_deliver,same_day,on_demand,True,11,24,7.86,9.56,0.0,1.267,2.542,2.356,43.2,both_shop,True,17.42,14.28,68.7,12.47,3.84,35,2.451,SH21,4.98,0,0,1,0,1,1,0,0,0,1,0.05783955
22.485,20.859,1.626,0.0723,76.6,85.2,True,s1->s2->c1->c2,Los Angeles,O251,O1889,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,7,9,7.98,9.52,0.0,13.787,7.073,8.339,34.8,both_shop,False,17.5,14.35,76.6,11.24,0.68,16,1.115,SH85,4.5,0,0,1,0,1,1,0,0,1,0,0.10017985
12.981,12.981,0.0,0.0,57.1,212.5,True,s1->c1->s2->c2,Austin,O241,O745,shop_and_deliver,delivery_only,same_day,same_day,False,8,11,5.58,8.6,0.481,10.908,1.968,9.042,27.5,mixed,False,14.18,11.63,57.1,12.22,0.89,19,1.634,SH61,4.66,0,0,0,0,0,0,1,0,0,0,0.10182215
33.171,31.353,1.819,0.0548,109.6,116.2,True,s1->s2->c1->c2,Los Angeles,O2984,O4685,shop_and_deliver,shop_and_deliver,on_demand,same_day,True,8,30,6.77,13.49,0.0,21.642,9.711,13.75,3.8,both_shop,False,20.259999999999998,16.61,109.6,9.09,0.53,38,2.288,SH29,4.44,1,0,1,0,1,1,0,0,1,0,0.059819378
14.828,12.035,2.794,0.1884,66.2,87.1,True,s1->s2->c1->c2,Austin,O1612,O3740,shop_and_deliver,shop_and_deliver,next_day,on_demand,True,1,13,11.64,10.29,0.0,10.356,1.678,11.471,32.9,both_shop,True,21.93,17.98,66.2,16.3,1.48,14,0.779,SH28,5.0,0,0,1,0,1,1,1,0,0,0,0.17202103
24.028,12.024,12.004,0.4996,75.2,223.2,True,s1->s2->c2->c1,Austin,O3475,O4564,shop_and_deliver,shop_and_deliver,same_day,next_day,True,19,7,9.55,7.94,0.0,7.711,9.857,4.313,16.8,both_shop,True,17.490000000000002,14.34,75.2,11.44,1.18,26,1.813,SH51,4.78,0,0,1,0,1,0,1,0,0,0,0.04938909
23.83,10.759,13.071,0.5485,27.7,117.1,True,s1->s2->c2->c1,San Francisco,O1105,O3697,delivery_only,delivery_only,same_day,on_demand,True,13,4,10.63,8.469999999999999,0.0,7.218,10.145,3.541,2.9,both_delivery,True,19.1,15.66,27.7,33.92,1.44,17,1.086,SH12,4.97,0,1,0,1,1,1,0,0,0,1,0.5873381
15.683,14.576,1.107,0.0706,74.3,100.6,True,s1->s2->c1->c2,San Francisco,O2273,O5832,delivery_only,shop_and_deliver,same_day,on_demand,True,7,18,11.56,14.33,0.0,11.853,2.723,10.237,19.4,mixed,False,25.89,21.23,74.3,17.14,1.45,25,1.178,SH29,4.44,1,1,0,0,1,1,0,0,0,1,0.33257046
18.542,11.035,7.507,0.4049,51.3,108.4,True,s1->s2->c1->c2,Birmingham,O2497,O4708,delivery_only,shop_and_deliver,same_day,on_demand,True,11,10,11.03,7.54,0.0,6.992,4.043,10.456,11.6,mixed,True,18.57,15.23,51.3,17.81,1.37,21,1.379,SH86,4.37,0,0,0,0,1,1,0,1,0,0,0.3174394
24.498,12.777,11.721,0.4785,60.6,204.1,True,s1->s2->c2->c1,San Francisco,O556,O4086,shop_and_deliver,delivery_only,same_day,same_day,True,7,13,8.85,9.5,0.0,9.507,10.614,3.27,35.9,mixed,True,18.35,15.05,60.6,14.9,1.17,20,1.329,SH2,4.53,1,0,0,0,1,0,0,0,0,1,0.19415575
12.316,7.977,4.339,0.3523,56.2,107.9,True,s1->s2->c1->c2,Birmingham,O1900,O5827,shop_and_deliver,delivery_only,on_demand,on_demand,True,12,5,8.08,9.17,0.0,5.805,2.173,7.971,12.1,mixed,True,17.25,14.14,56.2,15.1,1.75,17,1.202,SH33,5.0,0,0,0,0,1,1,0,1,0,0,0.17291875
